game,achievement,description,achieved,unlocktime
PAYDAY: The Heist,Left for dead,Finish a heist in custody while all your team mates are alive. (4 teammates).,False,null
PAYDAY: The Heist,"Blood in, blood out","Trade all the butchers in SLAUGHTERHOUSE. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,A bridge too far!,"Complete the GREEN BRIDGE on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Dodge this!,"Beat a heist on normal difficulty or above, having killed a Bulldozer without taking damage from any Bulldozer. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,But how?,"Get the armored car to drop without shooting at it in SLAUGHTERHOUSE. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Last man standing,Beat a heist after having been the only one alive. (4 teammates).,False,null
PAYDAY: The Heist,Windowlicker,"Defeat a law enforcer planting C4 in FIRST WORLD BANK on hard difficulty or above. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Civil disobedience,Defeat 100 law enforcers in a single heist.,False,null
PAYDAY: The Heist,Are there more than two?,Find ten money bundles in PANIC ROOM.,False,null
PAYDAY: The Heist,You can run but you can't hide,"In PANIC ROOM, take the key from Chavez within the first 45 seconds of starting the mission. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Shinobi,"Bypassing all 3 consoles before raising the alarm, beat DIAMOND HEIST on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Are those the blue ones?,"Steal all the sapphires in DIAMOND HEIST on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Gold digger,"Beat SLAUGHTERHOUSE within 15 minutes, taking all the gold. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Stand together,"Beat HEAT STREET on normal difficulty or above without anyone getting downed. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Quick draw,"In PANIC ROOM, kill all armed thugs in and around the apartment building within 60 seconds of you and your crew drawing your weapons. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,No photos,"Destroy all the cameras in FIRST WORLD BANK within 10 seconds of drawing your weapons. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Hot lava,"Don't let any law enforcers reach the graffiti on the center of the roof in PANIC ROOM from the SECURE THE ROOF objective until the ESCAPE objective on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Federal crime,Defeat 25 FBI agents in a row.,False,null
PAYDAY: The Heist,"One shot, one kill - repeat","Get 30 kills using 30 shots, using only the M308 Rifle.",False,null
PAYDAY: The Heist,Bomb man,"In DIAMOND HEIST, defeat all twelve Patrol Guards using only trip mines. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Are you ready yet?,"In DIAMOND HEIST, get Bain to come back for you at least 7 times on hard or OVERKILL difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,PAYDAY,Aquire one billion dollars in total cash. One. BILLION. Dollars.,False,null
PAYDAY: The Heist,Easy street,"Beat HEAT STREET on OVERKILL difficulty, with your group accuracy being at 60% or higher. To complete this challenge, everyone in your crew will have to have played the heist from the start.",False,null
PAYDAY: The Heist,I pushed the button and lived!,"In DIAMOND HEIST, get the big diamond and escape on OVERKILL difficulty with you and all your team mates alive. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Noob herder,"Beat any heist on OVERKILL difficulty with three other players who are all using the Noob Lube perk. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Don't lose face,"Beat all heists on OVERKILL difficulty without anyone getting traded from custody. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Eagle eyes,"Point out a special enemy using the ""shout out"" command.",False,null
PAYDAY: The Heist,I ain't afraid no more,Gain a level in the Assault tree during an assault.,True,2022-06-27 21:32:08
PAYDAY: The Heist,Crack-bang,Gain a level in the Sharpshooter tree with your last kill being a Sniper.,False,null
PAYDAY: The Heist,Lay on hands,Gain a level in the Support tree while reviving a teammate.,False,null
PAYDAY: The Heist,Darkness,"On GREEN BRIDGE, destroy all the lights in the main scaffolding tower. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Last Christmas,"In multiplayer, find a Christmas present in any heist.",False,null
PAYDAY: The Heist,You are GOLDEN! OVERKILL salutes you!,Beat all heists on OVERKILL 145+ difficulty and show them all you are on top! Completing this will make you golden!,False,null
PAYDAY: The Heist,Four more years,Reach level 145. This gives you the presidential masks for further campaigning.,False,null
PAYDAY: The Heist,Bank on me,"Beat FIRST WORLD BANK on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Hills Street Blues,"Beat HEAT STREET on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Beat the shield,"Beat GREEN BRIDGE on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Brush with death,"Beat PANIC ROOM on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,"Lots of pigs, but no pigs","Beat SLAUGHTERHOUSE on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Bad code,"Beat DIAMOND HEIST on OVERKILL 145+ difficulty. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Crowd control,"Beat COUNTERFEIT without letting any hostage escape or die. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Quick hands,"On COUNTERFEIT, manage to defuse all C4 charges.",False,null
PAYDAY: The Heist,Pacifist,"Beat COUNTERFEIT on hard difficulty or above without killing any law enforcers or civilians. To complete this challenge, everyone in your crew will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Blow-out,"Beat UNDERCOVER with everyone in the crew only using the GL40. To complete this challenge, everyone in your crew will have to have played the heist from the start. Using melee does not count towards this challenge!",False,null
PAYDAY: The Heist,The Saviour,"On UNDERCOVER, place 20 planks by yourself on windows, vents or fences.",False,null
PAYDAY: The Heist,Detective Gadget,"Beat any heist using the STRYK Pistol, AK Rifle, GL40 Grenade Launcher, Toolkit upgrade, Sentry Gun equipment and Big Game Hunters crew bonus. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Under Pressure,Complete COUNTERFEIT on OVERKILL 145+ difficulty.,False,null
PAYDAY: The Heist,"In for a dime, in for a dollar",Complete UNDERCOVER on OVERKILL 145+ difficulty.,False,null
PAYDAY: The Heist,Don't panic,"Complete NO MERCY on hard or OVERKILL without any civilian raising the alarm. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,...or was it the blue one?,"In NO MERCY, cut the correct wire opening the ICU door security system. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,"That's the wrong door, again!","Complete NO MERCY on OVERKILL difficulty, having sawed open all three ICU security doors. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,Afraid of the dark,"Beat NO MERCY on hard or above, getting the power back up within 5 seconds of it being shut down. To complete this challenge, you will have to have played the heist from the start.",False,null
PAYDAY: The Heist,OVERDRILL," Solve the PAYDAY SECRET on any difficulty with any mask and gain access to the OVERVAULT. To complete this challenge, you will have to have played the heist from the start.",False,null
Warframe,We Shape Our Tools,Apply a Mod to a weapon or Warframe.,True,2018-04-11 18:37:01
Warframe,Our Tools Shape Us,Apply 4 different Mods to a single weapon or Warframe.,False,null
Warframe,Blade Mastery I,Reach Rank 10 with any five Longsword or Dual Short Blades weapons.,False,null
Warframe,Blade Mastery II,Reach Rank 20 with any five Longsword or Dual Short Blades weapons.,False,null
Warframe,Blade Mastery III,Reach Rank 30 with any five Longsword or Dual Short Blades weapons.,False,null
Warframe,Blade Proficiency I,Reach Rank 10 with any Longsword or Dual Short Blades weapon.,False,null
Warframe,Blade Proficiency II,Reach Rank 20 with any Longsword or Dual Short Blades weapon.,False,null
Warframe,Blade Proficiency III,Reach Rank 30 with any Longsword or Dual Short Blades weapon.,False,null
Warframe,Bow Mastery I,Reach Rank 10 with any two Bow weapons.,False,null
Warframe,Bow Mastery II,Reach Rank 20 with any two Bow weapons.,False,null
Warframe,Bow Mastery III,Reach Rank 30 with any two Bow weapons.,False,null
Warframe,Bow Proficiency I,Reach Rank 10 with any Bow weapon.,False,null
Warframe,Bow Proficiency II,Reach Rank 20 with any Bow weapon.,False,null
Warframe,Bow Proficiency III,Reach Rank 30 with any Bow weapon.,False,null
Warframe,Brawler Mastery I,Reach Rank 10 with any three Gauntlets or Hand-to-Hand weapons.,False,null
Warframe,Brawler Mastery II,Reach Rank 20 with any three Gauntlets or Hand-to-Hand weapons.,False,null
Warframe,Brawler Mastery III,Reach Rank 30 with any three Gauntlets or Hand-to-Hand weapons.,False,null
Warframe,Brawler Proficiency I,Reach Rank 10 with any Gauntlets or Hand-to-Hand weapon.,False,null
Warframe,Brawler Proficiency II,Reach Rank 20 with any Gauntlets or Hand-to-Hand weapon.,False,null
Warframe,Brawler Proficiency III,Reach Rank 30 with any Gauntlets or Hand-to-Hand weapon.,False,null
Warframe,Weaponsmith,Build an item in the Foundry.,True,2018-04-11 22:06:23
Warframe,Inventor,Build 10 items in the Foundry.,False,null
Warframe,Scientist,Build 20 items in the Foundry.,False,null
Warframe,Tailor Made,Customize the color of a Warframe.,True,2018-04-11 17:50:44
Warframe,Dagger Mastery I,Reach Rank 10 with any three Dagger or Dual Daggers weapons.,False,null
Warframe,Dagger Mastery II,Reach Rank 20 with any three Dagger or Dual Daggers weapons.,False,null
Warframe,Dagger Mastery III,Reach Rank 30 with any three Dagger or Dual Daggers weapons.,False,null
Warframe,Dagger Proficiency I,Reach Rank 10 with any Dagger or Dual Daggers weapon.,False,null
Warframe,Dagger Proficiency II,Reach Rank 20 with any Dagger or Dual Daggers weapon.,False,null
Warframe,Dagger Proficiency III,Reach Rank 30 with any Dagger or Dual Daggers weapon.,False,null
Warframe,Payday,"Earn 1,000 Credits.",True,2018-04-11 22:06:23
Warframe,Nestegg,"Earn 10,000 Credits.",False,null
Warframe,Where Credit is Due,"Earn 100,000 Credits.",False,null
Warframe,Money is Power,"Earn 1,000,000 Credits.",False,null
Warframe,Secrets of the Orokin,Find 1 Mod.,True,2018-04-11 21:18:10
Warframe,Behold the Possibilities,Find 20 Mods.,False,null
Warframe,Collector,Find 100 Mods.,False,null
Warframe,So Many Choices,"Find 1,000 Mods.",False,null
Warframe,Greater Than the Sum,Fuse mods together to create a more powerful mod.,False,null
Warframe,Heavy Weapon Mastery I,"Reach Rank 10 with any two Heavy Axe, Heavy Hammer, or Heavy Sword weapons.",False,null
Warframe,Heavy Weapon Mastery II,"Reach Rank 20 with any two Heavy Axe, Heavy Hammer, or Heavy Sword weapons.",False,null
Warframe,Heavy Weapon Mastery III,"Reach Rank 30 with any two Heavy Axe, Heavy Hammer, or Heavy Sword weapons.",False,null
Warframe,Heavy Weapon Proficiency I,"Reach Rank 10 with any Heavy Axe, Heavy Hammer, or Heavy Sword weapon.",False,null
Warframe,Heavy Weapon Proficiency II,"Reach Rank 20 with any Heavy Axe, Heavy Hammer, or Heavy Sword weapon.",False,null
Warframe,Heavy Weapon Proficiency III,"Reach Rank 30 with any Heavy Axe, Heavy Hammer, or Heavy Sword weapon.",False,null
Warframe,Angel of Death,Get 100 kills in a single mission.,False,null
Warframe,A Watchful Eye,Obtain a Sentinel.,False,null
Warframe,Building a Stable,Obtain 2 Warframes.,False,null
Warframe,The Right Tool for the Job,Obtain 5 Warframes.,False,null
Warframe,Each Tool with Its Own Purpose,Obtain 10 Warframes.,False,null
Warframe,Pistol Mastery I,Reach Rank 10 with any five Pistol or Akimbo Pistols weapons.,False,null
Warframe,Pistol Mastery II,Reach Rank 20 with any five Pistol or Akimbo Pistols weapons.,False,null
Warframe,Pistol Mastery III,Reach Rank 30 with any five Pistol or Akimbo Pistols weapons.,False,null
Warframe,Pistol Proficiency I,Reach Rank 10 with any Pistol or Akimbo Pistols weapon.,False,null
Warframe,Pistol Proficiency II,Reach Rank 20 with any Pistol or Akimbo Pistols weapon.,False,null
Warframe,Pistol Proficiency III,Reach Rank 30 with any Pistol or Akimbo Pistols weapon.,False,null
Warframe,Hooked,Play for 2 hours.,False,null
Warframe,It Keeps Getting Better,Play for 10 hours.,False,null
Warframe,Pride of The Lotus,Play for 100 hours.,False,null
Warframe,Initiate,Achieve the rank of Initiate.,False,null
Warframe,Silver Initiate,Achieve the rank of Silver Initiate.,False,null
Warframe,Gold Initiate,Achieve the rank of Gold Initiate.,False,null
Warframe,Novice,Achieve the rank of Novice.,False,null
Warframe,Silver Novice,Achieve the rank of Silver Novice.,False,null
Warframe,Gold Novice,Achieve the rank of Gold Novice.,False,null
Warframe,Disciple,Achieve the rank of Disciple.,False,null
Warframe,Silver Disciple,Achieve the rank of Silver Disciple.,False,null
Warframe,Gold Disciple,Achieve the rank of Gold Disciple.,False,null
Warframe,Seeker,Achieve the rank of Seeker.,False,null
Warframe,Silver Seeker,Achieve the rank of Silver Seeker.,False,null
Warframe,Gold Seeker,Achieve the rank of Gold Seeker.,False,null
Warframe,Hunter,Achieve the rank of Hunter.,False,null
Warframe,Silver Hunter,Achieve the rank of Silver Hunter.,False,null
Warframe,Gold Hunter,Achieve the rank of Gold Hunter.,False,null
Warframe,Eagle,Achieve the rank of Eagle.,False,null
Warframe,Silver Eagle,Achieve the rank of Silver Eagle.,False,null
Warframe,Gold Eagle,Achieve the rank of Gold Eagle.,False,null
Warframe,Tiger,Achieve the rank of Tiger.,False,null
Warframe,Silver Tiger,Achieve the rank of Silver Tiger.,False,null
Warframe,Gold Tiger,Achieve the rank of Gold Tiger.,False,null
Warframe,Dragon,Achieve the rank of Dragon.,False,null
Warframe,Silver Dragon,Achieve the rank of Silver Dragon.,False,null
